,id,message,original,genre,Priority
12681,15070,nygovcuomo ny state canal system closed navigation effective immediately sandy the green things i m burning storm diptyqueparis moss frankincense chateau jaguar http t co ic jqwc,,social,1
12682,15071,made uncle take storm cigarettes i m driving cobalt bitch jerseycity shore sandy hudson river new jersey http t co y r uzm,,social,1
12683,15072,hurricane ain t shit wanna go jogging outside cuz su ny dicono che stasera downtown water arriver fino water street sandy,,social,1
12684,15073,atricksf antmarshall kleankut somarlavous mkbkrthebkmkr gunsmoke sandy cant blow shit http t co r ufomoguy roof building brooklyn sandy nyc http t co e mdt u,,social,1
12685,15075,th ave hurricane deal nj normal day desertedi mean guess time finish pizza now sandy,,social,1
12686,15076,sandys gonna make gain like pounds shit,,social,2
12687,15077,ohh yeaa chicken cutlets dinner starting like hurricane,,social,1
12688,15078,ei katherineee storm dumb asian bitch hahahah omg im going crazy mei,,social,2
12689,15080,sandy screaming way awww fuck neighbor taped windows,,social,1
12690,15081,nigga instagram deadass went hard wrote paragraph everyone exaggerating hurricane shit this storm f cking time bae,,social,1
12691,15082,pm getting bad out hurricanesandy http t co m ijy ji keep yelling newscasters tv reporting beach get it bad out leave go safe wine sandy,,social,2
12692,15083,sandy getting tighttonight shall special sandy show who s inand the power sandy,,social,2
12693,15085,fuck hurricane sandy bitch can t beat lmaooohate hurricane ugh sandy,,social,1
12694,15086,tonight s sandy inspired dinner crispy breaded shrimp w cannelloni beans cabinfevor whitewine http t co vuyiwzdui know worried sandy i ll calling reporterjon frankenstorm special pm howard give update,,social,1
12695,15088,annnnnnd powers out sandy frankenstorm,,social,2
12696,15089,really wish named hurricane snooki snooki,,social,1
12697,15091,ouranonnews yup power here sandynjand power gone sandyproblems sandy getting vicious minute there s massive tree branch barely hanging outside window please lean left,,social,1
12698,15092,definitely sounds like i m wind tunnel hurricanesandy,,social,2
12699,15093,pissed lost power atleast generator thankgod sandynj,,social,1
12700,15094,well hurricane sandy managed open front door air pressure amiright,,social,1
12701,15095,he s stressing sandy http t co frnfpk o,,social,2
12702,15096,leave family think good idea sit outside steps watch stormsandy here stay safe dry that s mandatory,,social,1
12703,15097,four story building collapsed nyc perhaps underestimated sandy this storm great breaking wine fridge,,social,1
12704,15102,power outages new jersey counting fuckyousandycan t stop sneezing clearly allergic hurricanes sandy,,social,1
12705,15103,wtf superstormyou wish here sandy fondue neighbors casa di famiglia grillo http t co j o c ny,,social,1
12706,15104,imloh power connpost going iphone sandy sandy customer hey man around dealer dude nuts there s hurricane outside customer so gonna around,,social,1
12707,15105,wish agavenyc right now sigh sandy,,social,1
12708,15107,mind stormed bcraveee iloveyouuu bestbf inthe,,social,2
12709,15108,jenga wine fake candle light f u sandy ksep inn http t co cw vqegzdrizzle light winds w th nothing yet sandy,,social,1
12710,15111,damn roads already getting flooded apartment maybe time start panicking sandy exchange place jersey city real shawn hurricane partyyyy rt gorgeous people blasting music street know invite me sandy blowing tha roof motown,,social,1
12711,15112,reporting live nyc experiencing hurricane sandy s drizzle updates follow http t co wjnjt q connorstory radiohead hurricane uh perfect,,social,1
12712,15115,hurricanesandy creeking swayinglike haunted mansion nyc high rise aptmore sounds sandy http t co ubh wdzf via audioboothis wind nothing like i ve ever experienced waiting power go out sandy hybridstorm,,social,1
12713,15116,everyone safe streets great time quality time fam hurricanesandy,,social,1
12714,15117,ugh times like want french windows throughout ur house sandy hurricanesandy,,social,1
12715,15120,stormteam ny sandy electricity avenel njshut fuck dad annoying shut let sleep wanna get house storm completly hit usin eye storm waiting round hurricanesandy,,social,1
12716,15122,editing hurricane donna wikipedia,,social,2
12717,15123,anddddd happening hurricanesandy hittinghard floodzone tribeca nyc tribeca http t co fsrqlsvo,,social,1
12718,15126,oh excuse me winds died mph sustained sunshineandrainbows sandy,,social,3
12719,15127,andersoncooper would look like immaculate god reporting live hurricane well took long enough finally lose power hurricanesandy,,social,1
12720,15129,sandy fucked show session right,,social,1
12721,15130,storm btu big plause to sharaagathers alysonthbpinero kathryntcbspier tonanbtruelove awesome people,,social,1
12722,15131,apartment building s facade ripped chelsea nycsandy,,social,2
12723,15132,hat bill kid yikes right sandy ruthless,,social,2
12724,15133,hurricane anymore dummies already hit landfall rain winds now sides high tides causing floodsandy betta mess mah halloween,,social,2
12725,15134,well that s it sandy hurricane anymore whatajoke,,social,2
12726,15135,cable flickered uhoh onlyamatteroftime hurricanesandy nyc sandy may god bless us all keep families safe harm amen,,social,1
12727,15138,peace power see ya never fuckusandy,,social,2
12728,15139,wakotlewska betch please petrified home alone sunny sunday afternoon let alone middle hurricanekeep hearing crazy grinding lights keep flickering thankfully we re still lit bayonne sandy sandyn,,social,2
12729,15140,looks like day tomorrow movie hurricanesandy newyork nyc no village view co op http t co d nad ej itslizbethhh lol sandy u,,social,1
12730,15141,power turned mid lower east side right seeing reports heavy flooding explosion con ed frankenstorm,,social,1
12731,15143,lower manhattan blacked out village half underwater surreal scene window apartment sandy nodoubt rocking y all party hurricane sandy,,social,1
12732,15144,extra coat hangers closet moving sandy iliveonelmst forrealshit mtainsider four feet seawater entering subway tunnels east river sandy,,social,1
12733,15145,anyone else seeing lightning sky least think lightning maybe power line blowing hoboken sandypower went out time bring glow sticks hurricane sandy fwpress tea the black village http t co eg d jj,,social,1
12734,15148,akefern lmao bet like am since obviously know i m terrified storms,,social,2
12735,15149,dad predicted lights come back am feel free rt sandy fakenews,,social,2
12736,15150,i m apocalypse mode walkingdead thetwelve sandy frankenstorm,,social,1
12737,15154,trees knocked property alone sandy,,social,2
12738,15155,sandy hilarious note soon power went out heard upstairs neighbor trip fall douche anyway lol,,social,1
12739,15156,loads lights gone newark hard see edge hudson newark is nyc sandywater starting rise columbia street waterfront still confined port authority parking lot sandy,,social,1
12740,15157,nard think turned water too part deal sandy,,social,1
12741,15158,twc hurricane report nws chat indicates new york stock exchange trading floor feet water sandy folha com,,social,1
12742,15160,much trouble think would get pulling fire alarm middle hurricane,,social,1
12743,15161,wanna partying home cause sandybout call police pick family house i ll hide leave i ll party hurricanesandy,,social,1
12744,15162,now upper west side manhattan sandy comfort inn http t co bnmidyxw,,social,1
12745,15163,must stop reading sure obsessing tweets sandy nyc really good,,social,2
12746,15165,sandy damn you cop blacked w th st hurricane sandy creepy http t co tqgnapmybloomberg midnight expect surge recede sandy now espanol wilderness of t many candles clumsy drinkin anything apple juice looks exactly like wine atm cheers sandylive les photo courtesy ilivewithamodel hurricanesandy the fryman s http t co tnrvjotd,,social,1
12747,15168,saying prayer buff nyu hospital without power generators working starting transport patients sandy buff the fact light cable amp wifi makes whole sandy situation worse,,social,1
12748,15169,nyc bridges tunnels amp mta closed million without power sandy causing much havoc praying us,,social,2
12749,15169,nyc bridges tunnels amp mta closed million without power sandy causing much havoc praying us,,social,2
12750,15170,nothing compared others dealing with sandyct http t co kagjhtafnot fun frankenstorm apocalypse hurricane sandy w allarecommon http t co n wvkkurt mikebloomberg go outside conditions extremely dangerous please stay storm passes sandy kbotill hey ya pretty stormy power off okay thanks checking in this wind scary fuckyousandyhere s pic neighbors lobby sandy nyc http t co x soptd,,social,1
12751,15171,goodnight twitter turning phone battery s dying fast hurricanesandy fuckthank u sandy installing brand new indoor pool room whoever bathing suit pool party crib tomorrow,,social,1
12752,15172,sandy heartless bitch sandy hurricanesandy candrews tolerate power kitchen living room damn ever hard take shit dark sandy,,social,1
12753,15173,hurricannesandy four hurricane sandy go hurricane sandy none hurricane irene bye laughing,,social,1
12754,15175,abbyloves storm get ruff repeat this like good neighbor state farm here better dat lmao,,social,1
12755,15176,haig sucks dude least ers dominating sandyso glad twitter facebook keep incontact friendsandfamily right now besafe hurricanesandy,,social,2
12756,15177,eyewitnessnyc rt kristinthorne bet never seen manhattan dark sandyabc http t co utihcbo actually blackout jaydeejimenez red sandy worse irene last year this hurricane making week much better,,social,1
12757,15178,power fifth avenue sandy andaz th avenue http t co jepyb lf,,social,1
12758,15179,boxliverewards sandy hitting housei hope people nyu hospital good sandy power out,,social,1
12759,15183,am dilly parkways closed evacuated marywood kickingmyself ohwait sandysdoingitformebut like where s jarred sandygivehimback illsmackahoe myboynotyours,,social,2
12760,15184,hurricane boring cain s tavern http t co waxd xos,,social,1
12761,15185,oss hull think time assemble midnight society sandy sure scary coned sucks storm turn lights grow city turn lights can i feel like north bergen wont,,social,1
12762,15186,yes ladies gents survive day one frankenstorm still power neighborhood brooklyn too sandyneedstositdown,,social,1
12763,15187,rip liver via sandy donde kieraoreillly imysmsmoking storm shit real haaaahigh fuck sandy really crazy ass bitch mothafucka sandy perfect addition airing bad girls club season reunion episode part,,social,1
12764,15188,storm over told ya ll nothing serious stamford area well area live power yet go out p,,social,2
